Histogram
6.037466407574187854e-40
6.392611490372669492e-40
6.704708684347092750e-40
7.354014340776639988e-40
8.060717182304931733e-40
7.963859432450800377e-40
8.605990440743004552e-40
8.986246792022186912e-40
8.803293264519938796e-40
9.090279190013661332e-40
9.327042578545982424e-40
9.592504559627675770e-40
9.136914402906391244e-40
9.000596088296873039e-40
8.817642560794624922e-40
8.932436930992113937e-40
8.218559441326479128e-40
7.823953793772610641e-40
7.662524210682391715e-40
7.077790387488932047e-40
6.410548110716027151e-40
6.313690360861895795e-40
5.976481898406771815e-40
5.571114278646888733e-40
5.276953705015823133e-40
4.839300168637896265e-40
4.674283261479005807e-40
4.448281845152699310e-40
3.877897318233925769e-40
4.014215632843443974e-40
3.694943790731677653e-40
3.698531114800349184e-40
3.472529698474042687e-40
3.217829689598363936e-40
2.995415597340728971e-40
2.737128264396378688e-40
2.651032486748261927e-40
2.263601487331736504e-40
2.181093033752291275e-40
1.808011330610451978e-40
1.610708506833517734e-40
1.528200053254072505e-40
1.614295830902189266e-40
1.309373285065109071e-40
1.058260600258101852e-40
1.033149331777401130e-40
1.000863415159357345e-40
1.115657785356846359e-40
1.015212711434043472e-40
9.362915819232697741e-41
1.069022572464116447e-40
1.072609896532787979e-40
1.036736655846072662e-40
9.362915819232697741e-41
9.542282022666274326e-41
7.282267859403209354e-41
7.569253784896931890e-41
6.277817120175180478e-41
5.309239621633866918e-41
6.062577676054888576e-41
5.596225547127589454e-41
5.416859343694012869e-41
4.878760733393283114e-41
6.026704435368173259e-41
5.703845269187735405e-41
5.022253696140144382e-41
5.524479065754158820e-41
3.874309994165254238e-41
4.663521289272991212e-41
4.412408604465983993e-41
4.699394529959706529e-41
4.197169160345692091e-41
4.484155085839414627e-41
4.268915641719122725e-41
5.022253696140144382e-41
5.165746658887005650e-41
5.990831194681457942e-41
6.528929804982187697e-41
6.708296008415764282e-41
6.385436842235326429e-41
7.784493229017223792e-41
6.959408693222771501e-41
7.138774896656348086e-41
6.170197398115034527e-41
6.313690360861895795e-41
5.345112862320582235e-41
4.233042401032407408e-41
3.694943790731677653e-41
2.833986014250510044e-41
2.044774719142773070e-41
1.721915552962335217e-41
1.614295830902189266e-41
1.291436664721751413e-41
7.533380544210216573e-42
8.250845357944522914e-42
9.327042578545982424e-42
6.098450916741603893e-42
4.663521289272991212e-42
1.793662034335765851e-42
4.663521289272991212e-42
1.076197220601459510e-42
3.228591661804378531e-42
2.869859254937225361e-42
7.174648137343063403e-43
1.793662034335765851e-42
2.152394441202919021e-42
0.000000000000000000e+00
3.587324068671531702e-43
3.587324068671531702e-43
3.587324068671531702e-43
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
